35	36	37	
0.4038	0.1219	0.3246		9360	9530	9787		335858	325898	336648	
0.2662	0.1996	0.8276		10880	10008	10700		306590	305742	306182	
0.9264	0.8033	0.4492		16743	17142	17294		338468	344361	327123	
0.6872	0.832	0.5117		15873	15503	13329		329911	323187	320848	
0.2937	0.8389	0.8339		15025	15330	14748		324544	321045	326438	
0.6556	0.4012	0.607		13431	13690	13383		326396	329082	319802	
0.481	0.5288	0.1385		10779	10735	10787		327337	328153	318768	
0.997	0.6114	0.9237		17038	16655	18032		336468	327743	339701	
0.2041	0.0536	0.2555		7313	7402	6404		303966	315781	289324	
0.6132	0.6517	0.6985		13884	14347	14244		333873	327265	325005	
0.3266	0.4648	0.3647		10603	9728	7426		316210	313814	319006	
0.5036	0.0909	0.6762		10399	10759	9106		332210	313909	297303	
0.206	0.1225	0.43		8387	8440	8415		288252	296563	302227	
0.7457	0.7534	0.2581		14182	14700	14335		313597	324017	313951	
0.1148	0.6544	0.5839		10718	10960	10973		328332	305080	313756	
0.1084	0.6565	0.3962		10238	8200	8198		316579	292415	288371	
0.9984	0.3966	0.7493		12558	12431	12457		278476	279706	287557	
0.0601	0.8436	0.4366		6646	6721	6603		250802	249774	249270	
0.2351	0.632	0.345		5865	5940	5893		263316	268438	264155	
0.5757	0.3316	0.8077		9152	9122	9115		271593	273398	269439	
0.6191	0.7676	0.3166		13400	13450	10730		387350	343153	322914	
0.439	0.7419	0.0763		10524	9215	10004		315154	318301	319790	
0.4182	0.5412	0.8429		14098	14302	12009		314475	332222	307317	
0.7297	0.22	0.4587		9239	9007	9091		266882	262665	271236	
0.4502	0.6244	0.1009		6108	7142	6887		261492	276100	299591	
0.7954	0.7361	0.9479		15158	14473	15043		277605	301894	302473	
0.3262	0.9207	0.0755		8216	7602	7924		311855	303733	273730	
0.0789	0.2102	0.1164		3254	3256	3221		242493	239702	238685	
0.4642	0.8168	0.5119		10259	10250	10200		263194	262206	261801	
0.6776	0.3275	0.7761		11178	11188	11017		298987	291050	282852	
0.576	0.7952	0.885		12681	12682	12693		262590	249905	248460	
0.7204	0.21	0.1685		9920	10039	10284		301379	299996	298631	
0.3584	0.9253	0.7592		11080	11981	13829		331461	308225	325161	
0.8977	0.0703	0.8346		8586	13707	11705		321501	336186	313281	
0.9071	0.7655	0.5736		13130	13903	13377		276088	272609	273195	
0.0969	0.6479	0.8716		8492	8842	8717		242848	238648	251148	
0.2253	0.3751	0.3995		6426	6279	6445		259556	278372	268878	
0.9054	0.5281	0.2171		13231	6677	7312		282304	286683	307408	
0.8167	0.3233	0.7972		14098	14677	14162		305316	306916	304469	
