32	33	34	
0.3794	0.3759	0.0508		14482	16314	12255		673889	700388	612693	
0.4335	0.1897	0.6131		12799	12382	14590		551702	555216	585124	
0.7656	0.2222	0.5133		19289	19393	19367		654474	652269	665543	
0.8786	0.7907	0.7976		29723	29882	29825		683593	648626	626777	
0.5485	0.9318	0.7147		21478	21476	24363		631736	615181	665026	
0.966	0.4109	0.3992		23714	18541	18868		678457	585899	583507	
0.5173	0.615	0.2439		18070	17901	15862		654610	628706	599338	
0.224	0.1265	0.5821		12406	14118	14870		599957	647455	639708	
0.9902	0.7927	0.3192		24392	25575	26000		697510	726720	696014	
0.2493	0.9904	0.1629		14041	12033	12471		712429	684067	657151	
0.4093	0.2972	0.6913		12419	17357	12405		552969	657099	562893	
0.0747	0.4947	0.1589		11317	10373	8810		654117	611305	595469	
0.0793	0.2176	0.2425		10952	8782	11374		591871	571940	665263	
0.6376	0.883	0.8458		27258	22165	27347		675162	598790	690384	
0.4098	0.4999	0.477		19102	18992	19065		710677	704319	725772	
0.9951	0.8911	0.2472		29841	21782	21923		640609	571299	585237	
0.2102	0.14	0.7875		14498	14537	17850		637245	669442	678868	
0.2158	0.4689	0.8998		12499	12456	17363		567367	603834	655331	
0.6978	0.9824	0.4568		24931	24924	24778		642066	651019	661581	
0.3779	0.5683	0.7459		21799	21807	21853		707593	718767	722766	
0.4241	0.9485	0.3809		22355	22457	22257		677185	690891	703049	
0.0709	0.9542	0.6231		13204	17966	18035		559426	649703	667133	
0.7426	0.193	0.328		18876	14884	19553		644667	587755	663801	
0.0921	0.2551	0.6314		13441	13445	9844		671151	674899	590879	
0.2923	0.5765	0.1773		10681	12587	15232		590243	622979	686549	
0.3907	0.3146	0.7599		13594	18734	18761		572339	681001	687349	
0.1071	0.5713	0.306		9272	9623	9396		588906	597960	600567	
0.89	0.3093	0.5558		18170	18281	18200		696719	658562	658132	
0.5575	0.7271	0.1005		18363	17303	18565		670660	683383	677153	
0.8379	0.2509	0.478		20190	20047	20135		654256	685567	704491	
0.9165	0.5734	0.4331		21878	21926	24933		616476	628344	648680	
0.109	0.5051	0.9423		18475	13866	13642		645439	562933	573234	
0.5706	0.839	0.9511		27099	27074	21920		676061	688429	596656	
0.6385	0.066	0.4144		16721	20125	12853		645394	655949	580710	
0.0816	0.5935	0.1556		13664	13707	12545		649132	631945	674519	
0.2905	0.1969	0.3684		15578	14907	14357		720514	751372	743729	
0.806	0.5098	0.9732		26042	25866	26015		657978	683798	692015	
0.6909	0.3976	0.345		18787	18464	18760		697294	702774	704630	
0.4072	0.8445	0.6812		17821	22521	22585		588378	693263	698569	
0.9898	0.5344	0.2431		22402	21871	22451		668193	655141	652829	
0.0717	0.6777	0.4431		15031	15027	15508		677511	696348	680075	
0.6101	0.7017	0.6604		21757	21647	21639		667128	675188	697289	
0.8307	0.9189	0.0926		25193	25031	25248		693505	665482	679213	
0.9051	0.4695	0.8085		25646	25610	25657		734511	731047	755461	
0.4407	0.4171	0.6583		19201	19253	19250		683609	690460	661011	
0.1864	0.4466	0.6135		16433	16442	16026		693396	710506	718391	
0.3517	0.6644	0.7548		19963	19776	19772		724739	724645	739021	
0.688	0.7113	0.4978		21821	21795	16604		669040	684666	588302	
0.7801	0.0952	0.0702		27553	22928	18328		666067	677912	698804	
0.2967	0.8887	0.5158		19447	19557	19448		654525	654359	672266	
0.21	0.3544	0.1115		17976	8978	9155		653026	571668	581338	
0.7841	0.6586	0.8683		22170	27150	27400		607770	715439	745672	
0.6074	0.3317	0.9668		19963	19901	19948		654104	646809	645685	
0.8361	0.2511	0.9303		22033	18899	18922		641188	587246	603956	
0.4576	0.7351	0.2893		15294	17208	17140		549832	584298	595252	
0.4369	0.7296	0.6989		17220	19361	19276		589957	620983	625413	
0.4318	0.4843	0.2207		17700	17503	17380		676386	696716	694734	
0.5603	0.3819	0.3243		18313	18509	18291		648863	671490	661738	
0.8938	0.5152	0.1379		22587	22502	22011		659796	647304	621802	
0.7908	0.5478	0.7089		21626	21640	21495		592766	601704	601676	
0.5141	0.8926	0.3368		20511	17419	15322		654513	605081	579933	
0.3267	0.6794	0.5881		18146	17833	17785		639183	641312	662951	
0.7156	0.2494	0.8383		15966	15827	15948		586461	601404	617846	
0.4242	0.3585	0.2187		12519	14348	14126		599816	632208	636841	
0.7401	0.599	0.9552		26947	26820	26701		688864	707746	728591	
0.6589	0.619	0.5069		18313	21181	21232		590466	677138	707769	
0.721	0.1663	0.3018		16722	16523	16177		669148	658077	724825	
0.4542	0.248	0.7238		17031	17263	17391		597363	624268	657718	
0.1525	0.3443	0.0705		12577	12086	12566		601619	642103	666684	
0.7436	0.0726	0.2742		18044	18330	18983		566232	585953	610472	
0.4308	0.8025	0.8287		24668	24755	24648		635408	667917	692112	
0.2002	0.3478	0.7103		15247	18347	14348		593615	647375	639658	
0.9629	0.142	0.188		19711	20045	19312		649409	668827	658962	
0.0878	0.4661	0.92		18385	14902	18280		641606	609691	672074	
0.6347	0.4474	0.574		19720	16841	14675		612731	576923	551750	
0.3858	0.8585	0.4108		17195	21904	22197		543639	636926	651054	
0.6255	0.1225	0.9836		28367	17937	17977		618531	628491	665782	
0.1035	0.2163	0.6965		13350	13995	13871		628600	675129	673296	
0.0826	0.9358	0.5681		16147	15878	15366		601103	600973	597856	
0.2507	0.2533	0.1077		16010	13267	13100		608320	595952	616838	
0.3856	0.2528	0.5912		18207	19970	17614		686463	692452	684744	
0.7465	0.8846	0.8228		30721	30569	30213		704987	708291	716549	
0.7341	0.9469	0.3828		22672	22604	27859		557469	555354	646209	
0.0791	0.7022	0.6202		13835	13930	15960		596560	601433	661290	
0.2173	0.3527	0.2291		10082	11676	11532		581070	619672	598980	
0.4122	0.8348	0.5365		17071	17113	17194		524349	534396	535429	
0.4219	0.4524	0.7231		13818	13786	13712		590941	590630	590658	
0.8925	0.9338	0.7153		23993	23946	23881		560693	561003	572261	
0.1911	0.9054	0.3588		10480	10452	15542		546650	558011	664029	
0.447	0.3257	0.1931		17298	16575	20857		643175	629046	637970	
0.3175	0.8058	0.3639		18852	15745	15710		624922	575878	575696	
0.6538	0.8695	0.4306		19039	24170	19091		567890	647442	566264	
0.8474	0.5538	0.3142		22808	17660	22820		649487	567624	685167	
0.4788	0.5264	0.3934		14456	16396	14350		546332	576228	551705	
0.8688	0.5454	0.5309		18754	18803	24025		523471	523468	629556	
0.9981	0.9531	0.7496		32251	32315	32309		658420	655381	693401	
0.736	0.2871	0.6344		21168	17948	17964		629133	591666	593654	
0.0753	0.977	0.6858		16178	16361	15958		594349	592485	620123	
0.9933	0.5392	0.9961		26727	21523	26618		625748	547569	645291	
0.8081	0.3022	0.358		16162	16169	16037		514195	525006	542991	
0.2948	0.7996	0.1056		16258	16196	17201		562241	566011	569623	
0.1426	0.8679	0.6684		17535	17835	17676		565842	560125	605805	
0.1427	0.4981	0.0963		11799	10941	17644		581518	577523	637145	
0.4054	0.6054	0.5986		15190	20014	20204		555587	620649	636699	
0.3939	0.7971	0.4587		16871	22057	21943		568896	651374	649828	
0.8291	0.4577	0.5774		24355	19339	24324		646455	566691	669254	
0.3602	0.8925	0.744		17119	22189	22157		562719	644822	642909	
0.5207	0.8423	0.6102		23131	23247	23259		658035	675596	674148	
0.0654	0.1377	0.3191		11457	11792	12827		620866	607152	588162	
0.3131	0.7256	0.1043		12307	12737	12997		580572	597174	594810	
0.6098	0.9375	0.4696		24340	19184	24535		598984	531646	621151	
0.942	0.8133	0.9044		31105	30947	30998		639022	657809	665493	
0.3978	0.1509	0.4331		16524	16286	16128		606818	628863	606809	
0.7269	0.5049	0.8022		22562	22482	22816		640476	668161	674403	
0.5094	0.7428	0.3389		20264	20361	20295		651968	687213	629818	
