6	7	
0.4762	0.2719		15809	12611	12881		163444	150167	153716	
0.1416	0.771		14377	11975	12162		159803	151389	149782	
0.7219	0.2916		15388	14595	14287		178056	161973	161064	
0.3162	0.3291		12167	11870	11974		169305	156819	157362	
0.6378	0.0965		22021	19131	24153		242387	237675	240606	
0.6853	0.504		19506	19695	20639		209567	214381	242522	
0.9777	0.1821		19945	22148	20297		208633	212753	208608	
0.6176	0.4216		13673	17575	13701		178501	187030	159498	
0.8436	0.4518		15128	14734	14911		166686	161924	176141	
0.9375	0.9172		17367	19402	16725		163392	166350	164823	
0.0881	0.9303		12535	13880	12310		153080	165661	154662	
0.8664	0.9645		16624	16887	16518		166586	168409	167391	
0.1863	0.1448		11727	11448	16944		188336	171066	201858	
0.5835	0.1782		13717	12911	20033		160928	167046	218204	
0.9408	0.9617		17238	25973	28823		186751	252545	268792	
0.3713	0.518		18625	20070	19076		218768	216174	216872	
0.3377	0.5078		17908	19387	19313		236988	228944	222753	
0.4952	0.254		12839	17258	19353		174026	234216	219705	
0.6427	0.8193		15067	15095	15580		163982	167979	176633	
0.7445	0.8165		21250	22077	23430		247060	221296	232572	
0.0848	0.1415		10864	14038	10898		167786	169546	164574	
0.2465	0.1078		11417	11472	12066		170501	174228	189553	
0.7226	0.2442		20862	20149	20062		223210	232204	245373	
0.5493	0.7387		16892	14485	19731		182448	167661	192258	
0.1426	0.2254		15191	11710	14945		193002	162672	171291	
0.967	0.4069		21418	23615	22252		220401	217154	218558	
0.4111	0.1815		16820	12546	17138		188806	165098	175070	
0.1144	0.2168		17954	16916	17821		219146	217565	200211	
0.24	0.9625		16807	13151	16390		186663	152579	160154	
0.8211	0.6279		16319	15660	18951		171629	156673	192015	
0.0721	0.392		17103	17006	18961		216013	217658	201393	
0.7584	0.8341		16069	16314	18343		164765	160644	164598	
0.9349	0.7531		23151	16991	17262		200761	158117	158217	
0.0683	0.4111		11212	11829	11538		153504	156068	152154	
0.1458	0.647		12246	12192	11981		154515	155362	153194	
0.7161	0.412		14582	14570	14146		158196	158597	161088	
0.0624	0.0564		10996	10774	11181		166666	165809	168673	
0.9362	0.2324		16832	15364	14992		182302	176283	164489	
0.7068	0.921		15907	15841	15701		152466	152583	152762	
0.8925	0.7328		16375	16118	16072		164738	161289	160370	
0.4745	0.652		21550	20070	19515		290719	232678	229066	
0.88	0.7789		17028	16730	17629		166449	163065	164176	
0.6598	0.3505		14240	14153	13836		163928	164800	162918	
0.7256	0.3302		14466	14191	14451		159574	159258	161225	
0.2297	0.9005		13384	13288	13266		151090	151391	148149	
0.82	0.944		16988	16478	16658		159789	159765	162179	
0.4051	0.7808		14555	13746	13702		163421	152434	149955	
0.7695	0.395		14823	14697	14652		171742	170214	166703	
0.2839	0.1536		11923	11841	11683		154174	154500	151894	
0.5717	0.3602		13765	14303	13545		161915	160820	156454	
0.1408	0.4311		11581	11468	13889		151510	152193	162179	
0.4107	0.7071		13470	13131	14448		157999	158429	167710	
0.0852	0.9978		12225	12776	12763		153431	152335	156117	
0.3539	0.5181		13349	12951	13160		158854	156105	152204	
0.3903	0.739		13339	13326	13476		166871	170928	170143	
0.6834	0.7764		15099	16215	15503		155255	167465	175636	
0.3882	0.1703		19008	19326	20357		232886	244901	265388	
0.5479	0.7073		21324	20987	18989		214621	210990	205407	
0.2619	0.7216		13330	18874	17729		171187	211039	214620	
0.8233	0.2314		19120	19224	14755		186331	201404	162206	
0.0951	0.445		11374	11803	11352		148107	150144	149908	
0.5408	0.2768		13735	13096	13093		159288	158707	159780	
0.1594	0.553		11844	11964	11885		157610	157444	156717	
0.4281	0.656		14045	18967	13897		182166	212834	189810	
0.5422	0.624		14550	13881	13812		182486	162849	170470	
0.3149	0.9028		14379	17657	15306		179569	191557	181462	
0.7841	0.2958		14719	16961	21797		170702	191478	219261	
0.3269	0.8629		13399	13631	17826		155672	174168	185982	
0.5621	0.0859		12749	12764	12717		155363	155589	157486	
0.6613	0.1073		13696	13400	13318		159525	158324	161398	
0.4449	0.3059		15228	13071	12841		159518	157615	155852	
0.636	0.0638		13914	19617	13396		188059	196688	163004	
0.9028	0.1843		14561	15319	14843		155175	158881	155672	
0.5167	0.5386		13928	13868	13830		166121	164533	162230	
0.6398	0.303		16378	21148	13996		177093	207468	175082	
0.4087	0.446		12684	12801	12707		162243	164201	166055	
0.3558	0.7922		13268	13297	13111		158978	159228	159002	
0.2732	0.7491		12701	14725	13620		152326	160470	168520	
0.5167	0.533		17482	20690	13599		215581	195619	159826	
0.1417	0.668		18950	13094	17972		255615	201278	228142	
0.0578	0.5225		14075	11841	13111		171276	159608	164380	
0.8668	0.5814		15590	21095	15587		159306	195718	162310	
0.2158	0.4634		11842	12160	12162		148584	149968	151357	
0.2805	0.7039		13184	12740	13365		172525	168090	164483	
0.11	0.6529		12069	11744	11948		156618	155119	161160	
0.8017	0.132		14639	14013	14100		160216	160910	161523	
0.9339	0.0558		14777	14766	14435		160353	164991	159868	
0.2285	0.7438		12516	18363	12823		160835	196641	157441	
0.453	0.7842		18802	19625	14516		192288	200865	167525	
0.8382	0.8819		23831	25049	25287		227922	234392	236611	
0.8205	0.8658		17750	23365	16677		174345	221047	177920	
0.3578	0.2108		16222	17910	18184		191013	211478	214352	
0.7518	0.4352		14552	14628	18664		162779	159586	187095	
0.8659	0.3545		17677	15945	15862		168360	177430	203320	
0.594	0.0616		12955	16339	13588		157979	159730	157623	
0.4958	0.186		13198	12553	12857		161318	154593	160191	
0.2338	0.7518		18750	14948	16153		226113	232383	189432	
0.1183	0.2363		11688	11503	11374		167925	163241	160657	
0.9601	0.3783		15356	16237	15497		156954	162811	157473	
0.3311	0.8145		13384	14158	13335		157085	160437	159913	
0.2632	0.3716		17596	12908	15901		207650	175187	186965	
0.7582	0.1364		14587	14008	13960		159566	152059	152689	
0.1066	0.3322		11959	11365	11300		157671	150870	158378	
0.2358	0.5275		12794	12806	12324		162615	161476	141264	
0.7061	0.1908		14298	13946	13924		155834	156729	156793	
0.6363	0.5664		14742	14887	22112		157345	160469	193017	
0.3449	0.3796		12428	12393	12547		160870	161057	164282	
0.4598	0.7472		13713	13708	13579		154871	154770	156282	
0.8818	0.3334		15151	15343	15514		153113	151738	153681	
0.2322	0.5977		12122	12185	12231		152297	154048	152598	
0.2912	0.3904		12084	12303	12395		161259	160329	165466	
0.6186	0.9938		15144	15289	15021		159407	161784	165538	
0.7397	0.2085		13939	14214	14047		164526	177447	165444	
0.1109	0.1411		11866	11451	11748		162156	167722	160712	
0.8393	0.6958		15903	15927	16189		161732	163649	163604	
0.7159	0.4101		14344	14206	15178		164654	155496	171889	
0.548	0.0922		12779	12871	13285		160912	149669	150703	
0.4778	0.4241		19598	15425	15693		219676	185412	188693	
0.8998	0.2501		15768	17049	15175		166819	180178	162613	
0.6692	0.7767		15201	15104	15114		159544	163215	164537	
0.4673	0.247		12865	14776	14414		160874	167169	172176	
0.9228	0.3195		23266	22249	21037		230348	233165	198666	
0.4484	0.223		15127	13456	18259		196347	184146	192064	
0.5925	0.8655		16447	17126	18433		167734	174520	187794	
