14	15	
0.6287	0.1494		64610	74820	68803	59735	57180	67607	48211	70173	58347	70133		1533076	1530509	1369030	1388400	1339147	1745137	1258934	1423836	1387569	1395416	
0.3597	0.2654		46519	42540	45295	43445	59075	50867	38047	57520	50603	40621		1434165	1179019	1314522	1338167	1212980	1332560	1017751	1349641	1056406	1110653	
0.4037	0.284		44332	45527	60718	42779	59115	64450	59516	39492	44616	45477		1290031	1308338	1466986	1229933	1517916	1381132	1431512	1283545	1117407	1366898	
0.8482	0.2629		62995	61180	54239	75406	64813	53607	51804	63490	45639	55748		1410058	1410203	1372097	1722283	1405343	1334753	1378350	1281074	1222992	1227886	
0.3819	0.9482		52655	51386	50656	60183	57147	63332	81546	50596	57682	64921		1423223	1384706	1276589	1608933	1584681	1509267	1679538	1318437	1343222	1639462	
0.5222	0.5664		53016	64922	81218	59303	52709	72733	54377	73352	52655	53911		1236324	1370966	1384147	1312603	1243600	1474567	1294589	1607957	1207898	1290396	
0.802	0.7341		79119	78974	71062	96145	81947	55877	78831	73375	73508	60058		1463915	1693551	1449923	1538380	1588419	1203219	1436459	1551093	1572320	1125148	
0.7953	0.2536		46957	44742	54693	46667	46188	65700	54828	57343	56894	52404		1025715	981458	1197574	1006778	979827	1043558	1150074	1184003	1103440	1108094	
0.0953	0.2241		42767	32938	33310	35917	39487	40730	36548	37042	40118	38764		1375815	1116685	1104778	1258597	1326663	1257394	1305730	1217071	1300129	1526727	
0.1698	0.0847		37333	41491	42373	39139	55522	45900	52119	37043	41055	47094		1380227	1159570	1192722	1239160	1418953	1287729	1368384	1273277	1237622	1376987	
0.2955	0.2867		58598	58737	58186	56644	56998	41306	57829	41177	56111	56512		1538640	1500307	1391326	1532881	1382852	1331947	1508098	1267466	1461092	1551824	
0.605	0.2944		52556	56572	67743	47068	47192	64857	42663	71282	74625	68883		1284716	1228466	1417724	1042891	1021999	1386707	1039339	1222140	1178890	1294796	
0.3055	0.7289		51542	73129	46896	52297	44640	50004	48942	47920	49252	43808		1537494	1527758	1238763	1403123	1249655	1481114	1396757	1408936	1257656	1328119	
0.439	0.1447		46427	63170	59723	52579	55744	42476	59435	50399	52538	44744		1408861	1487661	1480161	1119281	1337789	1059622	1251768	1298760	1428745	1340800	
