32	33	34	
0.3273	0.0845	0.271		49434	44784	59153	67865	81876	98395	57849	57025	51076	49159		1533076	1530509	1369030	1388400	1339147	1745137	1258934	1423836	1387569	1395416	
0.9102	0.6324	0.9728		82490	70399	103687	73664	85837	80925	72698	76727	64981	84209		1434165	1179019	1314522	1338167	1212980	1332560	1017751	1349641	1056406	1110653	
0.2914	0.8521	0.2511		82991	59319	59589	65651	56008	64871	50292	61587	47617	55461		1290031	1308338	1466986	1229933	1517916	1381132	1431512	1283545	1117407	1366898	
0.0517	0.9968	0.3725		81890	56480	77626	102205	62856	83380	63869	68112	69758	51767		1410058	1410203	1372097	1722283	1405343	1334753	1378350	1281074	1222992	1227886	
0.8577	0.7283	0.545		74350	90720	79423	124322	85791	91208	81810	92308	71090	97001		1423223	1384706	1276589	1608933	1584681	1509267	1679538	1318437	1343222	1639462	
0.5921	0.0912	0.9189		82439	74321	68359	63820	62229	80046	68600	86094	56255	60332		1236324	1370966	1384147	1312603	1243600	1474567	1294589	1607957	1207898	1290396	
0.232	0.4229	0.0545		55648	81993	60450	49967	49078	50461	59700	51043	49218	41375		1463915	1693551	1449923	1538380	1588419	1203219	1436459	1551093	1572320	1125148	
0.0648	0.2724	0.5203		70023	35259	56841	42467	39059	48567	42900	48905	49346	42185		1025715	981458	1197574	1006778	979827	1043558	1150074	1184003	1103440	1108094	
0.4257	0.2377	0.885		64851	54201	59199	64764	62860	54767	84135	58126	72399	82077		1375815	1116685	1104778	1258597	1326663	1257394	1305730	1217071	1300129	1526727	
0.8372	0.9232	0.6133		73632	56278	91532	86772	80014	87725	81479	74043	71615	70049		1380227	1159570	1192722	1239160	1418953	1287729	1368384	1273277	1237622	1376987	
0.821	0.3922	0.9078		80411	66319	66484	66922	67527	55142	67742	71575	75542	84501		1538640	1500307	1391326	1532881	1382852	1331947	1508098	1267466	1461092	1551824	
0.5869	0.5942	0.5418		144006	63108	56381	62678	59848	64962	63034	65725	55838	77289		1284716	1228466	1417724	1042891	1021999	1386707	1039339	1222140	1178890	1294796	
0.4232	0.5228	0.9028		109620	77897	65727	75935	90757	67470	84621	64766	67512	78031		1537494	1527758	1238763	1403123	1249655	1481114	1396757	1408936	1257656	1328119	
0.0669	0.5797	0.9686		108502	67771	64609	51243	75265	45934	59839	55674	57031	67840		1408861	1487661	1480161	1119281	1337789	1059622	1251768	1298760	1428745	1340800	
0.6383	0.4872	0.9304		57388	70710	69226	72973	79374	62077	98296	59245	68227	59986		1172825	1489985	1295905	1501560	1499670	1001344	1329540	1212321	1282666	1234657	
0.5587	0.3985	0.9893		90806	67715	72725	60543	75005	77261	77386	66033	83364	65659		1572642	1252963	1341823	1278628	1529205	1175780	1380629	1378501	1452988	1280951	
0.98	0.3441	0.0766		96456	73717	79546	86207	90846	71172	68809	61321	66820	54752		1592699	1593513	1368556	1361463	1467895	1393794	1467570	1315438	1371535	1220347	
0.391	0.2459	0.631		80081	46264	53716	58303	57513	55419	54261	89573	69969	71892		1421068	1234699	1106506	1180439	1319991	1289896	1153749	1475841	1504802	1056795	
0.9658	0.05	0.3282		68628	49119	72998	60691	66038	61224	67995	63511	68708	55594		1227905	1151843	1271591	1246264	1272912	1326977	1346595	1611657	1187727	1222618	
0.8834	0.3345	0.2926		94965	52653	74226	65409	113037	64591	58169	84422	72130	66257		1669306	1338126	1511154	1362384	1447302	1478103	1283597	1321479	1380570	1506619	
0.2107	0.9399	0.4572		72862	74796	70192	53891	59001	73165	77448	63791	65849	55592		1699277	1343429	1521942	1218614	1373284	1301467	1289106	1298005	1170950	1086457	
0.6396	0.2103	0.3474		63581	76090	48290	59294	57297	62998	64544	60984	69663	58305		1444836	1475901	1347860	1235523	1179999	1244583	1386382	1195236	1278978	1315868	
0.3738	0.7812	0.3325		63895	46120	103084	106950	61593	47594	63580	83915	58755	57141		1220212	1270590	1570535	1368453	1187638	1126195	1214969	1353876	1302525	1288396	
0.6164	0.0808	0.6385		60360	60650	60554	59465	67137	58634	61481	79553	54869	54467		1368134	1447885	1529857	1340088	1365637	1329870	1204881	1303858	1387535	1255074	
0.9146	0.9324	0.416		110181	74390	77698	161188	65817	76681	69361	79105	67344	85709		1505077	1530069	1281361	1765903	1191330	1076401	1237987	1219514	1148132	1480835	
0.2921	0.2246	0.2339		59416	43013	71027	54051	58592	54339	41129	66783	42469	51319		1686585	1405331	2166333	1505240	1389539	1687508	1766446	2340638	1629677	1285272	
0.8121	0.0763	0.5109		59238	66655	63005	55758	54333	65028	58624	45909	65944	134417		1450212	1252859	1345372	1571843	1217880	1088387	1226983	1161410	1577809	2008843	
0.0532	0.9381	0.816		180695	91419	133918	66900	220244	91310	55003	65900	135738	79732		2000551	2029084	2135702	2040048	2276354	2348513	1152771	1168165	2276820	1849542	
0.9586	0.6528	0.7622		74500	83813	81290	74152	75408	70701	72412	71545	77485	94897		1848059	1466263	1390254	1395563	1508589	1456696	1372512	1361564	1289677	1463456	
0.4169	0.9392	0.2721		60983	49552	53576	70012	78277	104642	61330	73778	92285	70235		1574879	1213972	1086098	1360759	1481064	1323508	1650511	1436826	1430651	1507554	
0.6753	0.1386	0.3441		76211	55052	57158	67854	56036	56559	54150	45780	54820	53651		1441681	1317618	1283872	1433321	1063249	1290423	1225633	1211446	1267058	1189687	
0.5996	0.0745	0.4501		61399	44750	52438	58203	56252	54043	60514	76701	56142	52550		1622857	1615218	1279156	1279476	1460286	1456546	1426748	1663170	1269773	1381923	
0.7777	0.9398	0.8057		108204	81084	108180	83808	88580	121558	81640	134150	80686	81524		1578767	1676972	1349588	1423390	1625292	1689303	1645174	1426749	1507784	1247505	
0.9217	0.4379	0.4767		66364	65262	55821	66790	88492	118468	73900	76721	74006	79489		2126776	1571849	1121177	1442886	1618960	1529470	1537678	1331730	1558591	1488088	
