30	31	
0.5559	0.6256		50293	30521	27063	30982	30901	35160	30024	27644	30102	36858		1533076	1530509	1369030	1388400	1339147	1745137	1258934	1423836	1387569	1395416	
0.4162	0.8535		27395	24663	36670	28376	28565	28884	23003	32450	24342	29948		1434165	1179019	1314522	1338167	1212980	1332560	1017751	1349641	1056406	1110653	
0.8733	0.5963		30439	28344	39365	27985	42115	30962	42046	30598	28655	32546		1290031	1308338	1466986	1229933	1517916	1381132	1431512	1283545	1117407	1366898	
0.268	0.2084		18792	23478	17723	24118	15820	16231	22310	18362	12834	14571		1410058	1410203	1372097	1722283	1405343	1334753	1378350	1281074	1222992	1227886	
0.6774	0.4864		56005	25176	23618	36696	35072	29033	35340	24493	28557	34108		1423223	1384706	1276589	1608933	1584681	1509267	1679538	1318437	1343222	1639462	
0.251	0.1308		13190	14149	16297	14482	18440	15008	24229	22853	14088	15127		1236324	1370966	1384147	1312603	1243600	1474567	1294589	1607957	1207898	1290396	
0.6856	0.8698		31788	41534	36606	42772	41927	30602	39099	42594	41141	30856		1463915	1693551	1449923	1538380	1588419	1203219	1436459	1551093	1572320	1125148	
0.9675	0.3698		24925	22912	29396	26628	26657	27251	32396	36317	28046	27167		1025715	981458	1197574	1006778	979827	1043558	1150074	1184003	1103440	1108094	
0.0967	0.5637		18270	15672	24839	15979	17544	20251	17926	16286	20014	24088		1375815	1116685	1104778	1258597	1326663	1257394	1305730	1217071	1300129	1526727	
0.6382	0.4382		28720	25893	24365	26389	26035	33877	31869	25042	24420	28934		1380227	1159570	1192722	1239160	1418953	1287729	1368384	1273277	1237622	1376987	
0.5672	0.7176		35904	31760	26496	34770	34059	41689	41445	32623	34503	34560		1538640	1500307	1391326	1532881	1382852	1331947	1508098	1267466	1461092	1551824	
0.1023	0.8179		18933	19630	24213	17562	15349	25256	15293	28858	18211	22144		1284716	1228466	1417724	1042891	1021999	1386707	1039339	1222140	1178890	1294796	
0.1844	0.9358		20966	29813	20303	29969	20125	27332	26067	33188	22041	25558		1537494	1527758	1238763	1403123	1249655	1481114	1396757	1408936	1257656	1328119	
0.2356	0.8871		28895	29380	28946	19306	21955	20497	21933	21706	27861	21869		1408861	1487661	1480161	1119281	1337789	1059622	1251768	1298760	1428745	1340800	
0.9159	0.7906		35186	45146	38217	42797	47956	35583	39048	35282	38596	39333		1172825	1489985	1295905	1501560	1499670	1001344	1329540	1212321	1282666	1234657	
0.9053	0.069		60331	22479	21985	24627	27177	16922	23912	28937	23636	19823		1572642	1252963	1341823	1278628	1529205	1175780	1380629	1378501	1452988	1280951	
0.1993	0.7059		26857	28109	18553	18740	19562	29411	20352	20125	21423	23647		1592699	1593513	1368556	1361463	1467895	1393794	1467570	1315438	1371535	1220347	
0.9818	0.115		29460	26033	21392	21679	24597	21369	23287	29413	30539	23261		1421068	1234699	1106506	1180439	1319991	1289896	1153749	1475841	1504802	1056795	
0.299	0.6968		22967	19587	20932	23811	23898	27233	22346	30187	22310	21834		1227905	1151843	1271591	1246264	1272912	1326977	1346595	1611657	1187727	1222618	
0.992	0.0822		29498	23362	31999	26542	23046	25067	23489	25012	22734	30615		1669306	1338126	1511154	1362384	1447302	1478103	1283597	1321479	1380570	1506619	
0.9331	0.7093		45809	35303	45109	35002	51205	38107	38375	35423	37008	33719		1699277	1343429	1521942	1218614	1373284	1301467	1289106	1298005	1170950	1086457	
0.7	0.4755		30143	44031	28166	29223	26823	26616	36362	28306	28356	31310		1444836	1475901	1347860	1235523	1179999	1244583	1386382	1195236	1278978	1315868	
0.4928	0.9544		29572	30689	37253	30926	29242	28941	28488	37452	29564	32169		1220212	1270590	1570535	1368453	1187638	1126195	1214969	1353876	1302525	1288396	
0.2013	0.5059		24283	26524	29022	16885	20263	17862	17319	17731	23680	17465		1368134	1447885	1529857	1340088	1365637	1329870	1204881	1303858	1387535	1255074	
0.2651	0.6117		29857	27033	23002	29711	26331	20515	22860	18290	33333	35302		1505077	1530069	1281361	1765903	1191330	1076401	1237987	1219514	1148132	1480835	
0.3972	0.3056		22364	17744	33666	24815	26832	28134	20875	33207	21089	20468		1686585	1405331	2166333	1505240	1389539	1687508	1766446	2340638	1629677	1285272	
0.5452	0.6928		31737	49204	32264	34350	32357	28050	25162	25798	26161	44897		1450212	1252859	1345372	1571843	1217880	1088387	1226983	1161410	1577809	2008843	
0.3623	0.3452		39398	25300	24162	64672	109863	53168	16877	17345	86959	42392		2000551	2029084	2135702	2040048	2276354	2348513	1152771	1168165	2276820	1849542	
0.5639	0.1463		25952	27144	24850	27384	22950	18975	24849	16858	16825	23369		1848059	1466263	1390254	1395563	1508589	1456696	1372512	1361564	1289677	1463456	
0.7882	0.2745		31276	24580	22767	25231	25039	27800	33836	25532	36241	27492		1574879	1213972	1086098	1360759	1481064	1323508	1650511	1436826	1430651	1507554	
0.7848	0.1646		20512	26558	25015	23194	18931	23448	26027	26356	26814	20686		1441681	1317618	1283872	1433321	1063249	1290423	1225633	1211446	1267058	1189687	
0.7789	0.0786		27176	27640	30283	19553	23267	28800	19283	30709	21647	18398		1622857	1615218	1279156	1279476	1460286	1456546	1426748	1663170	1269773	1381923	
0.6292	0.256		23436	30269	23291	30797	32238	30434	30582	24165	45929	22245		1578767	1676972	1349588	1423390	1625292	1689303	1645174	1426749	1507784	1247505	
0.8796	0.1064		111270	29096	25927	34085	25357	23547	21487	18361	31885	27001		2126776	1571849	1121177	1442886	1618960	1529470	1537678	1331730	1558591	1488088	
0.582	0.5966		29368	36284	63177	27375	28593	40704	78476	28238	24575	26561		1364980	1880741	2243332	2435938	1400833	2439309	1858646	1503621	1371533	1429283	
0.9745	0.2949		30612	43679	26102	45340	25880	28427	25205	40120	28036	79472		1743620	1649146	1235829	2019303	1636856	1647762	1458746	1587838	1482317	2618985	
0.9455	0.8176		45051	46311	38553	38545	33585	45360	69634	38129	38357	34661		1487118	1758868	1365081	1148673	1036024	1014002	1226603	1217447	1526497	1254923	
