35	36	37	
0.3943	0.9346	0.2996		57883	68897	69566	75967	114372	68024	105483	69467	92670	65659		1177353	1489559	1267012	1442488	1942051	1679686	1501786	1856773	1457238	1425379	
0.7819	0.5782	0.3638		80844	68407	70545	114010	91275	62197	59362	57375	70256	67791		1523650	1761591	1921163	2109518	1653137	1360194	1511975	1088679	1338128	1527442	
0.2361	0.7195	0.7878		79143	70639	67558	52365	66630	92534	67855	55526	61472	108754		1310168	1278292	1263475	1075197	1060037	1843390	1591905	1261141	1047925	1310140	
0.7623	0.6085	0.742		72533	90981	76487	66081	81094	79113	81346	129776	71446	101056		1596145	1204868	1338400	1373239	1969608	1360998	1353959	1543277	1454844	1616988	
0.4628	0.9289	0.4625		73771	72689	82117	60519	72926	70839	71521	74188	80694	101950		1243161	1479583	1602402	1407914	1236985	1670711	1653894	1212919	1508089	1694909	
0.8315	0.3847	0.4236		55200	63684	77579	91371	70213	68062	63079	93745	68097	76604		1062408	1049808	1364446	1360146	1480231	1262888	1244655	1309656	1562093	1528587	
0.6495	0.5347	0.1432		78966	67563	68679	61621	59041	60036	92662	63740	51981	68730		1608229	1511790	1185925	1373479	1176087	1415764	1254025	1395085	1274904	1532960	
0.5262	0.8694	0.6524		72172	90613	99887	73196	79931	109138	114311	97295	74348	92951		1253326	1353466	1351232	1337194	1594129	1387675	1798852	1675672	1256236	1275361	
0.1864	0.1257	0.9651		75254	56275	72241	63846	68425	55444	55068	67165	69449	58709		1288947	1357046	1487700	1377862	1258502	1249290	1299902	1392368	1250476	1467093	
0.9783	0.7943	0.9827		83383	85026	72333	85166	91278	95304	82836	79354	92365	99573		1413332	1237351	1184874	1359880	1254685	1564785	1236729	1107489	1222351	1320495	
0.431	0.5665	0.8834		66972	69350	93816	82473	69881	98769	78774	73221	76837	77768		1143438	1311835	1443174	1281778	1298048	1299185	1438778	1606183	1376403	1375859	
0.103	0.1255	0.5558		48439	83655	70951	52132	53044	42606	57069	65273	57203	49410		1082991	1435150	1276768	1279376	1309609	1305337	1186832	1327508	1515203	1355051	
0.9854	0.7838	0.8607		85255	93885	97925	74489	93305	70303	78113	96465	115469	85573		1498572	1478554	1417593	1546965	1375206	1029879	1141408	1375411	1171426	1374105	
0.5684	0.9542	0.5872		72832	76067	75627	80288	74523	75199	67214	95610	85100	64625		1498480	1357743	1290692	1403369	1253590	1260583	1151872	1351245	1523390	1494991	
0.3834	0.4065	0.8583		78694	72640	55417	63452	65328	66269	64632	72851	79317	64790		1282990	1316255	1211973	1225086	1397098	1354222	1268918	1389663	1569813	1588218	
0.796	0.835	0.7352		62939	84323	74375	79210	88023	77234	90804	77181	79610	78045		1283427	1252610	1053371	1206907	1364829	1281099	1315175	1327967	1585171	1361618	
