6	7	
0.5926	0.2978		55111	81493	69936	81594	104384	86760	98088	116939	69313	77789		1177353	1489559	1267012	1442488	1942051	1679686	1501786	1856773	1457238	1425379	
0.9872	0.0708		104011	96236	81458	101987	87312	73961	141695	65306	77730	80985		1523650	1761591	1921163	2109518	1653137	1360194	1511975	1088679	1338128	1527442	
0.5515	0.8208		69320	81207	77916	68929	64785	128776	101614	85218	77963	57542		1310168	1278292	1263475	1075197	1060037	1843390	1591905	1261141	1047925	1310140	
0.2648	0.9754		69304	60430	77428	91128	69933	66965	79838	69133	69831	64212		1596145	1204868	1338400	1373239	1969608	1360998	1353959	1543277	1454844	1616988	
0.6883	0.1697		68354	78066	100241	95822	60207	77201	97352	66415	88927	90007		1243161	1479583	1602402	1407914	1236985	1670711	1653894	1212919	1508089	1694909	
0.7156	0.3935		61031	65796	77459	78836	87305	73140	71095	68726	88267	89236		1062408	1049808	1364446	1360146	1480231	1262888	1244655	1309656	1562093	1528587	
0.9013	0.5829		92508	103467	77470	111820	86032	102949	78070	98382	108055	92675		1608229	1511790	1185925	1373479	1176087	1415764	1254025	1395085	1274904	1532960	
0.0557	0.6054		57837	46982	67960	71052	52060	60387	73406	68173	71480	66102		1253326	1353466	1351232	1337194	1594129	1387675	1798852	1675672	1256236	1275361	
0.646	0.2601		74128	78844	81221	76951	81804	92548	87633	96432	73010	75678		1288947	1357046	1487700	1377862	1258502	1249290	1299902	1392368	1250476	1467093	
0.0642	0.6275		69328	49815	61823	52299	57559	70763	49269	47911	46583	50281		1413332	1237351	1184874	1359880	1254685	1564785	1236729	1107489	1222351	1320495	
0.4617	0.3376		58748	65437	80822	87441	66795	58796	73047	90182	67913	104182		1143438	1311835	1443174	1281778	1298048	1299185	1438778	1606183	1376403	1375859	
0.443	0.1635		49068	49745	61211	52674	78626	64155	68812	65302	72388	68664		1082991	1435150	1276768	1279376	1309609	1305337	1186832	1327508	1515203	1355051	
0.1569	0.7747		72241	56990	65422	70271	59939	48137	48218	58481	47220	58832		1498572	1478554	1417593	1546965	1375206	1029879	1141408	1375411	1171426	1374105	
0.8629	0.4269		112846	82569	77033	90476	82211	73723	94922	87464	112584	138924		1498480	1357743	1290692	1403369	1253590	1260583	1151872	1351245	1523390	1494991	
0.9466	0.6147		84597	80450	100161	95691	112987	115169	93437	92327	92020	90412		1282990	1316255	1211973	1225086	1397098	1354222	1268918	1389663	1569813	1588218	
0.1276	0.9737		50996	50061	47930	56639	66178	55378	59263	61993	74034	73178		1283427	1252610	1053371	1206907	1364829	1281099	1315175	1327967	1585171	1361618	
0.6739	0.905		127707	97522	96437	80924	89893	69371	65701	73466	81029	88515		1468768	1526070	1648014	1338010	1410422	1445345	1150260	1198182	1305604	1526850	
