32	33	34	
0.3324	0.2208	0.4142		44266	72832	67626	74181	84640	72064	88805	60827	78332	53820		1177353	1489559	1267012	1442488	1942051	1679686	1501786	1856773	1457238	1425379	
0.3331	0.7906	0.764		107381	67911	70521	110009	99511	72430	60301	57125	68452	72573		1523650	1761591	1921163	2109518	1653137	1360194	1511975	1088679	1338128	1527442	
0.5167	0.09	0.4895		76425	66214	56000	45514	58913	79664	60875	45854	50638	68511		1310168	1278292	1263475	1075197	1060037	1843390	1591905	1261141	1047925	1310140	
0.3669	0.0845	0.1452		51385	51855	48942	54212	58351	60405	61785	76157	48023	51021		1596145	1204868	1338400	1373239	1969608	1360998	1353959	1543277	1454844	1616988	
0.808	0.4178	0.9187		84786	74145	81329	65261	94823	83179	74660	64666	81265	102809		1243161	1479583	1602402	1407914	1236985	1670711	1653894	1212919	1508089	1694909	
0.8398	0.3221	0.1847		48106	58679	73722	63700	67130	68628	59460	72282	62254	64001		1062408	1049808	1364446	1360146	1480231	1262888	1244655	1309656	1562093	1528587	
0.5542	0.4564	0.5574		81886	69929	72828	64475	62984	70325	88773	61662	57511	70619		1608229	1511790	1185925	1373479	1176087	1415764	1254025	1395085	1274904	1532960	
0.4864	0.432	0.4752		67194	66669	63549	62536	72687	88801	101755	68640	66822	62909		1253326	1353466	1351232	1337194	1594129	1387675	1798852	1675672	1256236	1275361	
0.8536	0.1917	0.175		66261	59113	85456	60954	63763	56514	63889	84208	62370	69627		1288947	1357046	1487700	1377862	1258502	1249290	1299902	1392368	1250476	1467093	
0.73	0.9441	0.3523		71166	69871	57424	83846	68438	69863	73444	68883	76791	77286		1413332	1237351	1184874	1359880	1254685	1564785	1236729	1107489	1222351	1320495	
0.7869	0.4381	0.152		60582	64443	84392	65055	62774	53260	66278	64845	72040	61827		1143438	1311835	1443174	1281778	1298048	1299185	1438778	1606183	1376403	1375859	
0.8229	0.3236	0.391		79119	105808	78278	65843	75264	70709	75543	65846	98744	62123		1082991	1435150	1276768	1279376	1309609	1305337	1186832	1327508	1515203	1355051	
0.7316	0.8128	0.4435		76573	84966	74313	68740	96309	60533	86617	97888	79105	86115		1498572	1478554	1417593	1546965	1375206	1029879	1141408	1375411	1171426	1374105	
0.8821	0.5741	0.4971		78914	72232	71127	93589	71615	69039	88697	80887	85161	75967		1498480	1357743	1290692	1403369	1253590	1260583	1151872	1351245	1523390	1494991	
0.638	0.3134	0.4029		71959	71637	51537	61198	62012	61185	59622	69537	83203	67440		1282990	1316255	1211973	1225086	1397098	1354222	1268918	1389663	1569813	1588218	
0.8565	0.2813	0.936		88967	75189	66512	71120	71246	73752	87504	71695	71580	70757		1283427	1252610	1053371	1206907	1364829	1281099	1315175	1327967	1585171	1361618	
0.7255	0.8528	0.4721		70667	72062	77189	70600	80851	91096	68961	72350	80688	70586		1468768	1526070	1648014	1338010	1410422	1445345	1150260	1198182	1305604	1526850	
0.9335	0.8512	0.725		80371	90486	88384	66993	81456	101462	82170	97595	78311	90425		1144294	1232792	1157409	1170813	1184797	1350111	1197548	1207055	1052461	1272262	
0.9605	0.3524	0.8173		68909	97125	76840	77836	70614	59525	71216	59610	61271	64064		1335480	1215557	1320100	1404478	1403900	1185302	1134072	1032562	1090637	1016745	
0.7776	0.968	0.7537		75070	63909	80169	77243	87104	79609	74394	92222	114344	84945		1343681	1283250	1390907	1209348	1331610	1335074	1542963	1293417	1737198	1266918	
0.1745	0.6276	0.7146		69620	60957	74457	63503	71377	64749	64361	65941	63433	54113		1119155	1340164	1426025	1248207	1167340	1119862	1282695	1150003	1370814	1153805	
0.7318	0.3291	0.4576		65138	60687	63786	88599	73770	64073	61859	63807	72970	69383		1300962	1174582	1306207	1329319	1519282	1248813	1595166	1275262	1212918	1682892	
0.3526	0.6568	0.4386		69381	63923	61680	74184	60171	92218	59336	59742	65362	69726		1283891	1095281	1368938	1386379	1279255	1575898	1402152	1206532	1344085	1471497	
0.9794	0.5201	0.7933		87855	98282	77867	83615	87361	89891	82669	76834	85082	78033		1549014	1487250	1558352	1509984	1305041	1331397	1288551	1322500	1166253	1454352	
0.845	0.8657	0.2263		69524	84667	90133	67772	83748	72843	85096	75579	67412	72036		1358426	1601527	1455866	1196750	1489321	1317248	1291293	1167139	1281013	1261608	
0.498	0.7241	0.0821		79846	64032	49408	67021	62414	60024	57063	69169	62278	61513		1153814	1630466	1248213	1188610	1331203	1609553	1422640	1213469	1334534	1561542	
0.9498	0.6745	0.0552		75222	56440	65721	69861	71361	58640	54567	64683	68013	65753		1204116	1372837	1341668	1319289	1347341	1182749	1014056	1164147	1339714	1458768	
0.1283	0.7125	0.931		60999	51352	52738	96964	63115	50956	59910	61225	75618	62551		1247734	1045212	1138124	1634462	1300258	1188767	1183023	1357574	1685203	1582322	
0.9615	0.2078	0.7905		62988	73569	64519	58713	73531	100117	83536	79209	91200	98269		1223040	1381571	1395093	1497756	1229356	1681374	1660922	1348110	1282641	1207373	
0.7509	0.2155	0.98		64379	71501	77150	81199	75594	64019	64044	57799	67185	68088		1390544	1474518	1333061	1278139	1092947	1088485	1368764	1201157	1363108	1330343	
0.3932	0.096	0.8845		59440	57394	65579	58464	58607	56890	58545	75708	59757	53837		1274467	1113288	1474928	1172152	1248092	1147474	1204123	1299002	1364461	1190704	
0.6288	0.1642	0.5175		55700	56739	67729	52564	53192	66185	64630	72195	58233	56022		1196798	1192183	1214793	1239636	1198204	1382116	1231169	1629270	1144261	1278850	
0.6293	0.8547	0.92		81584	97100	68993	65540	71510	119909	89209	82501	125392	76418		1157841	1343521	1601635	1061411	1112394	1681338	1556602	1309851	1346620	1292432	
0.0629	0.0678	0.6309		63018	46260	44880	47903	46760	47213	44928	77799	44880	45102		1349498	1333908	1630174	1662914	1451150	1359277	1407891	1452283	1294442	1249633	
0.3664	0.7294	0.6703		50688	67441	76193	61409	69806	62178	67076	75925	100369	63373		1400869	1261791	1348987	1514387	1568410	1492430	1299634	1431657	1437878	1545967	
0.8943	0.4346	0.3645		66166	104870	102178	66228	106299	68263	65787	68658	72191	59388		1521687	1344943	1701558	1554743	1400234	1651068	1459493	1282766	1291166	1278921	
0.1328	0.4291	0.0816		42343	51836	49327	56066	49090	45938	58439	46764	50694	61916		1124768	1355838	1504167	1278024	1307664	1205947	1330317	1159569	1542908	1366433	
0.5843	0.9313	0.9758		81057	87018	89384	91352	82552	88331	78487	80611	77108	73162		1447874	1145940	1281432	1358305	1255356	1242150	1514381	1297404	1152944	1254029	
0.277	0.5715	0.2788		59477	51077	58513	52679	79651	60952	69585	95267	66099	56888		1226582	1365723	1291609	1278748	1352383	1467056	1693995	1821321	1588994	1230534	
0.7291	0.0963	0.5956		66612	48974	93144	56980	62046	50725	75820	82024	52812	66048		1393912	1044485	1589804	1492739	1229814	1204049	1333675	1531160	1393682	1200400	
0.2837	0.677	0.1322		76326	48036	60095	69888	60998	61055	55195	62206	62441	55066		1482395	1481159	1312601	1397046	1426495	1564680	1314419	1416905	1315103	1336744	
0.4992	0.0685	0.348		50656	67507	83100	100569	43770	51441	83966	63035	53182	51903		1427242	1173940	1499062	1479469	1120171	1221181	1303474	1409797	1301991	1137106	
0.5238	0.2137	0.1303		59149	92084	64471	63556	61697	54754	55117	54143	66359	61419		1099476	1642263	1448235	1246813	1275546	1263277	1374738	1190225	1403346	1366329	
0.788	0.346	0.0836		63958	64402	56152	63821	54324	65163	81477	65823	85325	58069		1220252	1326209	1205401	1288083	1297479	1287542	1545330	1311467	1699649	1248524	
0.8999	0.737	0.9883		123146	83994	82027	96271	92038	86998	88504	105643	82135	78017		1832172	1529886	1342438	1418568	1666012	1385619	1700188	1466538	1424214	1239635	
0.1854	0.3588	0.2621		58346	41556	51524	62537	54358	54384	42273	53791	59102	59640		1439399	1115425	1091492	1525418	1410447	1582480	957567	1065182	1316225	1059433	
0.4141	0.3243	0.7283		58491	83772	88740	62325	57891	63069	59553	66031	57561	58013		1429406	1499140	1731712	1422077	1444754	1501656	1426098	1444138	1431225	1511490	
0.6771	0.3495	0.2557		53062	73011	60871	68344	73455	72579	63184	62330	70241	72614		1304671	1403149	1196419	1253036	1308740	1683995	1530829	1389316	1443922	1356999	
0.7618	0.3791	0.5037		75470	63207	65391	73114	62077	64048	69797	53771	75326	63786		1258972	1518887	1490114	1274642	1270973	1244856	1536943	1147749	1386500	1651235	
0.1785	0.3294	0.2782		46914	50466	51273	50445	57784	53704	80459	59201	59534	50154		1295178	1168836	1532646	1404545	1367737	1411110	1629024	1317442	1238618	1285810	
0.5298	0.1489	0.7093		63719	61294	70174	64855	61378	69065	49101	74451	68362	70152		1427322	1481557	1380054	1754075	1620963	1375482	1078337	1076915	1522884	1481407	
0.0678	0.8381	0.2905		89646	61346	54333	58520	44730	42782	53308	60899	66714	53802		1657318	1573796	1542035	1404281	1159737	1067000	1203345	1084943	1352824	1486319	
0.4236	0.3464	0.7082		53640	63954	90261	60553	64444	64522	62814	79056	66531	52959		1296514	1300061	1290330	1139853	1113119	1395117	1370658	1170199	1186335	1278267	
