0.3899 0.1182 0.6207 0.113 0.585 0.5645 0.3764 0.8643 0.2324 0.9017 0.9122 0.5847 0.2788 0.8628 0.1987 0.3816 0.2759 0.94 0.4091 0.5364 0.701 0.9065 0.1203 0.4 0.2504 0.5269 0.2262 0.5152 0.0953 0.1439 0.0875 0.3465 0.697 0.19 0.2907 0.6583 0.8151 0.3412 	139.04841740926108
0.6965 0.2009 0.6177 0.6028 0.7299 0.6757 0.729 0.2788 0.938 0.2724 0.5459 0.3376 0.9874 0.6251 0.696 0.6646 0.6005 0.1651 0.2327 0.3424 0.994 0.2696 0.5689 0.429 0.3815 0.5429 0.187 0.7268 0.6059 0.3806 0.4015 0.2849 0.4853 0.4501 0.1298 0.2182 0.6529 0.2551 	149.8108704884847
0.9642 0.75 0.5249 0.5382 0.5633 0.3172 0.9587 0.9918 0.6145 0.7157 0.345 0.2462 0.6741 0.1218 0.2761 0.125 0.9714 0.5275 0.1765 0.5583 0.4366 0.6765 0.1056 0.7755 0.7134 0.7005 0.754 0.5434 0.2325 0.9082 0.8762 0.4358 0.3064 0.351 0.7182 0.8725 0.5984 0.7016 	177.47600873311362
0.7324 0.2925 0.0714 0.7192 0.5909 0.135 0.0707 0.2641 0.3387 0.7028 0.7907 0.1242 0.8179 0.3507 0.8368 0.7697 0.9702 0.2404 0.3391 0.4442 0.8331 0.7569 0.8179 0.6276 0.5344 0.6805 0.8389 0.5822 0.1569 0.4512 0.066 0.7686 0.5646 0.9158 0.1774 0.7243 0.9364 0.368 	167.19301541646323
0.4093 0.7505 0.1768 0.9024 0.943 0.9156 0.4458 0.9924 0.0723 0.6976 0.9294 0.5349 0.8571 0.706 0.9704 0.9786 0.1744 0.5207 0.6479 0.9194 0.2577 0.4712 0.1881 0.5298 0.1275 0.6338 0.6525 0.3647 0.9531 0.6122 0.8068 0.3473 0.1982 0.5932 0.3726 0.2013 0.8141 0.678 	150.9404977162679
0.9105 0.556 0.3356 0.4184 0.3278 0.907 0.2937 0.4203 0.3324 0.6045 0.8387 0.0847 0.246 0.5464 0.4735 0.6816 0.7138 0.6503 0.4177 0.0528 0.4371 0.7236 0.1779 0.0999 0.16 0.1495 0.0825 0.7096 0.5019 0.2356 0.6426 0.3148 0.3426 0.4167 0.3902 0.5903 0.9236 0.1002 	137.2079054514567
0.8806 0.7615 0.1579 0.3591 0.9696 0.1703 0.0928 0.5189 0.7096 0.1141 0.9661 0.7224 0.4271 0.2284 0.3899 0.9862 0.7928 0.6834 0.1647 0.9812 0.7295 0.9218 0.4719 0.2131 0.8648 0.4271 0.526 0.1088 0.9189 0.3682 0.5387 0.82 0.5062 0.9647 0.7586 0.7084 0.2868 0.8131 	149.18120702107748
0.4219 0.1882 0.0665 0.872 0.4134 0.1845 0.9745 0.1746 0.2256 0.268 0.1888 0.9724 0.6616 0.2452 0.3051 0.9312 0.6178 0.2625 0.828 0.1933 0.3375 0.8741 0.6034 0.3272 0.3087 0.5482 0.1713 0.2388 0.1105 0.5605 0.4156 0.3486 0.6603 0.5413 0.8433 0.249 0.3587 0.5524 	136.81530952453613
0.0609 0.3279 0.9853 0.2996 0.6083 0.3304 0.7093 0.7299 0.5357 0.3175 0.3645 0.8823 0.6021 0.3006 0.5816 0.604 0.1587 0.5009 0.6951 0.1674 0.8204 0.5827 0.8338 0.4456 0.803 0.857 0.8531 0.9641 0.3461 0.4569 0.6469 0.2789 0.0933 0.6402 0.7751 0.8164 0.5458 0.2873 	151.08219782511392
0.7283 0.9543 0.3089 0.1473 0.3291 0.5984 0.6924 0.7278 0.5444 0.1974 0.1767 0.2701 0.1925 0.7571 0.1315 0.9825 0.8699 0.2969 0.7715 0.3552 0.2878 0.8485 0.6055 0.6933 0.8598 0.0989 0.9804 0.159 0.736 0.6518 0.2488 0.7515 0.687 0.9537 0.7978 0.7856 0.1972 0.9568 	148.1010913848877
0.8674 0.5575 0.8639 0.185 0.1332 0.872 0.415 0.1997 0.8969 0.5242 0.0816 0.6235 0.1662 0.8171 0.2883 0.7214 0.1222 0.1575 0.1267 0.6171 0.8935 0.6522 0.5939 0.679 0.8281 0.1932 0.6963 0.5162 0.6158 0.5403 0.4493 0.8609 0.1379 0.1917 0.902 0.8074 0.5653 0.7157 	144.15351549784342
0.2097 0.9158 0.7587 0.7286 0.0876 0.4116 0.8515 0.1004 0.8125 0.6708 0.3089 0.2583 0.8417 0.4588 0.9123 0.703 0.2922 0.2084 0.4777 0.5297 0.6566 0.3433 0.6833 0.4376 0.157 0.5066 0.3063 0.7322 0.7361 0.6372 0.4125 0.3439 0.64 0.7445 0.7492 0.9894 0.7505 0.7543 	165.85850715637207
