8	9	
0.714	0.5529		7039	5820	5340		163444	150167	153716	
0.1297	0.4632		3959	3888	3335		159803	151389	149782	
0.0679	0.2384		3808	3454	3586		178056	161973	161064	
0.9298	0.6871		6412	6706	6789		169305	156819	157362	
0.8013	0.7715		9743	8234	9870		242387	237675	240606	
0.2874	0.1591		6611	4756	5042		209567	214381	242522	
0.714	0.5031		7481	6999	7484		208633	212753	208608	
0.3599	0.7376		5865	4996	5196		178501	187030	159498	
0.1815	0.1081		3707	3264	3305		166686	161924	176141	
0.7138	0.7915		6336	6655	6682		163392	166350	164823	
0.0825	0.1073		3114	3684	3096		153080	165661	154662	
0.828	0.6792		6494	6601	6493		166586	168409	167391	
0.1289	0.3349		4192	3880	5536		188336	171066	201858	
0.3044	0.6035		4141	4688	6341		160928	167046	218204	
0.3815	0.8519		5669	10017	9525		186751	252545	268792	
0.2363	0.3495		5886	5968	5236		218768	216174	216872	
0.38	0.7605		7978	7305	7727		236988	228944	222753	
0.4649	0.4164		5337	6545	6584		174026	234216	219705	
0.1925	0.6679		4484	4586	4821		163982	167979	176633	
0.1173	0.1066		4929	4174	4281		247060	221296	232572	
0.3784	0.737		5813	6425	5238		167786	169546	164574	
0.2709	0.8521		5192	5297	5298		170501	174228	189553	
0.2848	0.8736		6995	6944	8315		223210	232204	245373	
0.6203	0.4446		4630	4634	5619		182448	167661	192258	
0.1398	0.4071		3435	3891	4952		193002	162672	171291	
0.1125	0.2431		4750	4031	5447		220401	217154	218558	
0.2222	0.2528		5665	4147	6110		188806	165098	175070	
0.8306	0.856		10866	9508	9408		219146	217565	200211	
0.0846	0.5026		5287	3499	4029		186663	152579	160154	
0.639	0.7946		7113	6515	8239		171629	156673	192015	
0.6228	0.4832		6512	6429	6902		216013	217658	201393	
0.1425	0.6414		5270	4459	5781		164765	160644	164598	
0.3266	0.8045		6645	5461	4863		200761	158117	158217	
0.5658	0.8366		6362	6370	6444		153504	156068	152154	
0.6172	0.6622		5416	5319	5729		154515	155362	153194	
0.4668	0.6656		4870	4881	5355		158196	158597	161088	
0.9199	0.2173		4735	4776	5128		166666	165809	168673	
0.5122	0.551		5089	5456	5405		182302	176283	164489	
0.2024	0.6237		3939	3955	3909		152466	152583	152762	
0.6406	0.1488		4548	3896	4350		164738	161289	160370	
0.1467	0.7412		13372	5770	6507		290719	232678	229066	
0.6507	0.5694		5343	5475	6487		166449	163065	164176	
0.327	0.4106		3828	3875	4020		163928	164800	162918	
0.4336	0.5338		4458	5623	5005		159574	159258	161225	
0.1281	0.5295		4203	3741	4169		151090	151391	148149	
0.8708	0.493		5806	5301	5951		159789	159765	162179	
0.0603	0.2331		4408	3393	3417		163421	152434	149955	
0.8742	0.58		6441	6538	6449		171742	170214	166703	
0.3386	0.7994		4994	5419	5450		154174	154500	151894	
0.4069	0.9718		5455	6618	5925		161915	160820	156454	
0.5946	0.4153		4613	4568	4661		151510	152193	162179	
0.7282	0.5756		5615	6167	6194		157999	158429	167710	
0.4634	0.3871		4202	4205	4893		153431	152335	156117	
0.2106	0.0895		4142	3257	3356		158854	156105	152204	
0.6166	0.8565		6425	5917	6402		166871	170928	170143	
0.4059	0.2132		4082	4453	3820		155255	167465	175636	
0.4749	0.8221		7872	9135	8536		232886	244901	265388	
0.6837	0.6943		8825	7584	7571		214621	210990	205407	
0.8852	0.3212		6128	7427	6932		171187	211039	214620	
0.4574	0.3748		5829	7107	4423		186331	201404	162206	
0.4235	0.1494		3357	3853	3430		148107	150144	149908	
0.888	0.4618		6273	6049	6069		159288	158707	159780	
0.5612	0.3067		4158	4193	4679		157610	157444	156717	
