6	7	
0.8408	0.2868		56159	62830	52633		673889	700388	612693	
0.7804	0.6196		55335	54553	57494		551702	555216	585124	
0.3325	0.4428		52527	52819	52609		654474	652269	665543	
0.6554	0.7776		63647	65365	64785		683593	648626	626777	
0.5201	0.7493		51729	52216	58755		631736	615181	665026	
0.0607	0.4468		47893	38836	38603		678457	585899	583507	
0.4384	0.1553		49221	47721	45808		654610	628706	599338	
0.1639	0.3167		42775	49224	47935		599957	647455	639708	
0.4679	0.1037		48336	58327	52678		697510	726720	696014	
0.4966	0.3144		46706	51297	47461		712429	684067	657151	
0.0963	0.4992		39177	48828	39280		552969	657099	562893	
0.2286	0.6311		52741	46000	44087		654117	611305	595469	
0.3708	0.1639		43377	41490	50384		591871	571940	665263	
0.0706	0.8433		51314	42321	51147		675162	598790	690384	
0.176	0.2491		48196	47864	47949		710677	704319	725772	
0.664	0.5385		61095	51688	51785		640609	571299	585237	
0.1993	0.6961		50601	53371	53089		637245	669442	678868	
0.139	0.417		40693	40570	50312		567367	603834	655331	
0.0694	0.6544		50176	50160	50024		642066	651019	661581	
0.5026	0.5939		58251	58171	58486		707593	718767	722766	
0.754	0.7957		67707	67885	67576		677185	690891	703049	
0.0839	0.3651		39115	48111	49049		559426	649703	667133	
0.8104	0.3337		60825	51871	60716		644667	587755	663801	
0.6068	0.2287		55747	55072	46273		671151	674899	590879	
0.4782	0.7201		48925	50881	58077		590243	622979	686549	
0.6717	0.8713		54862	62296	63960		572339	681001	687349	
0.894	0.4399		55075	54977	55197		588906	597960	600567	
0.6116	0.2729		57249	50136	50232		696719	658562	658132	
0.6271	0.9713		65000	65121	64879		670660	683383	677153	
0.3124	0.6874		53666	53307	53727		654256	685567	704491	
0.4598	0.6169		50723	50628	50763		616476	628344	648680	
0.0994	0.0521		46735	37753	37478		645439	562933	573234	
0.9824	0.9188		72651	72784	63974		676061	688429	596656	
0.7642	0.2961		61167	60078	52041		645394	655949	580710	
0.2306	0.2121		45305	45237	49350		649132	631945	674519	
0.8449	0.7325		66544	66451	66453		720514	751372	743729	
0.6592	0.926		65608	64187	64846		657978	683798	692015	
0.5431	0.6338		58930	59027	55321		697294	702774	704630	
0.7594	0.5594		54977	63795	64061		588378	693263	698569	
0.1829	0.5963		51286	51150	51054		668193	655141	652829	
0.7387	0.8693		65457	65838	65909		677511	696348	680075	
0.3921	0.5011		56106	55838	56028		667128	675188	697289	
0.9948	0.096		57270	60561	60735		693505	665482	679213	
0.7762	0.9304		68304	67961	68103		734511	731047	755461	
0.762	0.9679		68341	68521	68269		683609	690460	661011	
0.3192	0.8294		57011	57006	56762		693396	710506	718391	
0.5013	0.6038		57316	54872	58262		724739	724645	739021	
0.1927	0.3458		50490	50321	41522		669040	684666	588302	
0.5944	0.2571		57293	56735	57240		666067	677912	698804	
0.1018	0.8558		51391	50934	50860		654525	654359	672266	
0.3751	0.1749		51965	43194	43423		653026	571668	581338	
0.6604	0.7967		55190	64032	64269		607770	715439	745672	
0.2113	0.7065		53333	53423	53089		654104	646809	645685	
0.0933	0.7506		51452	44389	44277		641188	587246	603956	
0.28	0.4943		43433	45519	45870		549832	584298	595252	
0.7429	0.5199		52918	52556	54805		589957	620983	625413	
0.1076	0.3395		48240	48524	48245		676386	696716	694734	
0.7473	0.3793		59849	59724	58231		648863	671490	661738	
0.8914	0.2333		60367	58347	53301		659796	647304	621802	
0.8933	0.5779		60673	60593	60251		592766	601704	601676	
0.1938	0.3192		50635	43677	41515		654513	605081	579933	
0.8662	0.5293		65252	65344	65650		639183	641312	662951	
0.5461	0.3607		49147	49143	49052		586461	601404	617846	
0.6471	0.4405		49962	52529	52486		599816	632208	636841	
0.7448	0.5771		62250	61923	62085		688864	707746	728591	
0.1409	0.1613		41376	46765	48393		590466	677138	707769	
0.9103	0.6068		67356	67062	67121		669148	658077	724825	
0.9468	0.6122		67491	68962	68968		597363	624268	657718	
0.8451	0.9299		69887	69865	69090		601619	642103	666684	
0.0756	0.0716		47296	46739	46949		566232	585953	610472	
0.225	0.9476		55034	55120	55079		635408	667917	692112	
0.4251	0.1022		52094	51856	51713		593615	647375	639658	
0.2781	0.0928		50141	49903	49888		649409	668827	658962	
0.0651	0.2452		47156	40603	47170		641606	609691	672074	
0.0538	0.1665		46398	39450	37235		612731	576923	551750	
0.5961	0.529		51067	60019	60268		543639	636926	651054	
0.1288	0.5427		50789	50765	51112		618531	628491	665782	
0.2226	0.7168		53235	53031	53254		628600	675129	673296	
0.8135	0.4749		56537	56587	56067		601103	600973	597856	
0.3671	0.4284		49206	49146	49404		608320	595952	616838	
0.5251	0.2311		54225	54023	54024		686463	692452	684744	
0.9769	0.2817		65185	65400	64996		704987	708291	716549	
0.3803	0.6264		47644	47568	56683		557469	555354	646209	
0.0806	0.9932		45323	45047	52205		596560	601433	661290	
0.8788	0.301		54772	56932	54463		581070	619672	598980	
0.583	0.7956		53333	53531	53930		524349	534396	535429	
0.2155	0.6822		43767	43536	43582		590941	590630	590658	
0.8672	0.8979		60817	60365	60278		560693	561003	572261	
0.9258	0.2279		51860	52021	61272		546650	558011	664029	
0.3119	0.8362		55625	55693	55831		643175	629046	637970	
0.2665	0.3587		50200	44774	48259		624922	575878	575696	
0.6476	0.6426		52121	61784	52984		567890	647442	566264	
0.9884	0.3107		65213	56169	65113		649487	567624	685167	
0.7886	0.7518		59045	61000	58480		546332	576228	551705	
0.7619	0.3363		52253	52473	61370		523471	523468	629556	
0.6678	0.1515		56438	56255	56119		658420	655381	693401	
0.1318	0.9992		49742	46637	46686		629133	591666	593654	
0.4942	0.4274		48373	48248	48131		594349	592485	620123	
0.3084	0.4671		51906	43175	52092		625748	547569	645291	
0.1114	0.4303		39573	41925	41584		514195	525006	542991	
0.1228	0.627		50136	50233	50498		562241	566011	569623	
0.2588	0.4538		52557	47761	52645		565842	560125	605805	
0.3958	0.7297		50444	50214	57261		581518	577523	637145	
0.7871	0.8268		58697	67927	67949		555587	620649	636699	
0.9249	0.3987		55193	64366	64125		568896	651374	649828	
0.2334	0.3214		50775	41474	50526		646455	566691	669254	
0.1353	0.8528		44164	52768	53286		562719	644822	642909	
0.4699	0.4811		55478	55543	55399		658035	675596	674148	
0.4766	0.2484		53040	52859	46205		620866	607152	588162	
0.8634	0.2422		53498	53214	53122		580572	597174	594810	
0.6101	0.2191		55668	46397	55708		598984	531646	621151	
0.1064	0.7915		51659	51546	51088		639022	657809	665493	
0.0665	0.6261		50376	50353	46371		606818	628863	606809	
0.2816	0.5584		53732	53832	53539		640476	668161	674403	
